0;0;0;0;land;false;unknown;0
1;211;187;205;land;false;plains;1
2;178;132;235;land;false;plains;1
3;129;193;200;land;false;plains;1
4;240;217;218;land;false;plains;1
5;243;100;230;land;false;plains;1
6;142;238;176;land;false;plains;1
7;196;203;178;land;false;plains;1
8;104;221;191;land;true;plains;1
9;149;163;241;land;false;plains;1
10;251;249;156;land;false;plains;1
11;102;242;193;land;false;plains;1
12;215;168;164;land;false;plains;1
13;190;141;227;land;false;plains;1
14;249;212;115;land;false;plains;1
15;197;197;221;land;false;plains;1
16;117;246;251;land;false;plains;1
17;73;239;195;land;false;plains;1
18;184;185;140;land;false;plains;1
19;244;246;60;land;false;plains;1
20;161;216;154;land;false;plains;1
21;214;215;91;land;false;plains;1
22;211;154;209;land;false;plains;1
23;209;144;178;land;false;plains;1
24;227;209;189;land;true;plains;1
25;136;208;190;land;false;plains;1
26;158;184;160;land;false;plains;1
27;191;215;102;land;false;plains;1
28;230;221;183;land;false;plains;1
29;200;106;223;land;false;plains;1
30;166;231;221;land;false;plains;1
31;251;115;157;land;false;plains;1
32;78;231;207;land;false;plains;1
33;175;238;116;land;false;plains;1
34;126;250;212;land;false;plains;1
35;188;138;237;land;false;plains;1
36;254;252;215;land;false;plains;1
37;183;251;111;land;true;plains;1
38;127;235;142;land;false;plains;1
39;212;198;176;land;false;plains;1
40;103;231;239;land;false;plains;1
41;130;163;242;land;false;plains;1
42;189;195;246;land;false;plains;1
43;220;104;204;land;false;plains;1
44;212;251;70;land;true;plains;1
45;247;234;78;land;false;plains;1
46;190;177;200;land;false;plains;1
47;187;88;242;land;false;plains;1
48;224;158;144;land;false;plains;1
49;235;157;164;land;false;plains;1
50;233;237;154;land;false;plains;1
51;252;125;199;land;false;plains;1
52;204;152;163;land;false;plains;1
53;246;172;131;land;false;plains;1
54;167;217;148;land;false;plains;1
55;210;195;144;land;false;plains;1
56;172;225;253;land;false;plains;1
57;216;236;111;land;false;plains;1
58;226;169;214;land;false;plains;1
59;190;245;159;land;false;plains;1
60;113;163;232;land;true;plains;1
61;252;134;116;land;false;plains;1
62;101;204;248;land;false;plains;1
63;242;116;229;land;false;plains;1
64;233;202;154;land;false;plains;1
65;182;236;185;land;false;plains;1
66;235;185;248;land;false;plains;1
67;146;171;186;land;true;plains;1
68;247;242;23;land;false;plains;1
69;144;156;221;land;false;plains;1
70;137;253;242;land;false;plains;1
71;231;229;62;land;false;plains;1
72;66;229;220;land;false;plains;1
73;62;232;228;land;true;plains;1
74;195;222;158;land;false;plains;1
75;159;183;197;land;true;plains;1
76;250;228;67;land;false;plains;1
77;105;241;233;land;false;plains;1
78;165;104;237;land;false;plains;1
79;220;234;108;land;true;plains;1
80;92;227;243;land;false;plains;1
81;230;165;233;land;false;plains;1
82;157;226;174;land;true;plains;1
83;121;239;176;land;false;plains;1
84;240;242;88;land;false;plains;1
85;191;189;254;land;false;plains;1
86;216;218;142;land;false;plains;1
87;208;248;209;land;true;plains;1
88;197;199;190;land;false;plains;1
89;174;242;252;land;true;plains;1
90;253;220;36;land;false;plains;1
91;69;246;206;land;false;plains;1
92;211;126;202;land;false;plains;1
93;187;186;150;land;false;plains;1
94;166;214;192;land;false;plains;1
95;84;176;241;land;false;plains;1
96;120;201;207;land;false;plains;1
97;122;201;244;land;false;plains;1
98;144;175;238;land;false;plains;1
99;200;113;220;land;false;plains;1
100;241;130;205;land;false;plains;1
101;221;190;116;land;false;plains;1
102;159;154;251;land;false;plains;1
103;232;134;159;land;false;plains;1
104;189;209;236;land;false;plains;1
105;222;99;238;land;false;plains;1
106;244;148;228;land;false;plains;1
107;201;167;219;land;false;plains;1
108;145;246;187;land;true;plains;1
109;212;191;197;land;false;plains;1
110;178;140;247;land;false;plains;1
111;209;243;149;land;true;plains;1
112;217;228;239;land;false;plains;1
113;193;212;227;land;false;plains;1
114;115;205;234;land;false;plains;1
115;250;156;228;land;false;plains;1
116;243;90;237;land;true;plains;1
117;202;252;247;land;false;plains;1
118;205;153;252;land;true;plains;1
119;168;101;254;land;true;plains;1
120;232;50;249;land;true;plains;1
121;154;242;127;land;false;plains;1
122;161;229;212;land;false;plains;1
123;248;93;195;land;false;plains;1
124;202;217;194;land;true;plains;1
125;138;225;217;land;false;plains;1
126;124;232;254;land;false;plains;1
127;213;254;220;land;false;plains;1
128;176;163;226;land;false;plains;1
129;244;229;146;land;false;plains;1
130;236;182;176;land;false;plains;1
131;225;247;212;land;false;plains;1
132;228;175;99;land;false;plains;1
133;176;192;159;land;false;plains;1
134;228;226;201;land;false;plains;1
135;208;235;75;land;true;plains;1
136;220;146;241;land;false;plains;1
137;251;65;213;land;false;plains;1
138;221;194;101;land;false;plains;1
139;200;214;171;land;false;plains;1
140;253;216;224;land;false;plains;1
141;254;251;88;land;false;plains;1
142;116;246;234;land;true;plains;1
143;249;161;203;land;false;plains;1
144;151;176;209;land;false;plains;1
145;207;241;129;land;false;plains;1
146;230;210;225;land;true;plains;1
147;236;114;198;land;false;plains;1
148;137;123;246;land;true;plains;1
149;91;197;251;land;false;plains;1
150;133;228;244;land;false;plains;1
151;225;105;228;land;false;plains;1
152;129;200;194;land;false;plains;1
153;193;196;237;land;false;plains;1
154;237;170;136;land;false;plains;1
155;125;154;244;land;false;plains;1
156;73;188;240;land;false;plains;1
157;218;201;229;land;true;plains;1
158;196;204;251;land;false;plains;1
159;218;115;243;land;false;plains;1
